CÓDIGO OACI;CIAD;NOME;MUNICÍPIO ATENDIDO;UF;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO;OACI;AIP BRASIL;DESIGNAÇÃO1;COMPRIMENTO1;LARGURA1;RESISTÊNCIA1;SUPERFÍCIE1;DESIGNAÇÃO2;COMPRIMENTO2;LARGURA2;RESISTÊNCIA2;SUPERFÍCIE2;DESIGNAÇÃO3;COMPRIMENTO3;LARGURA3;RESISTÊNCIA3;SUPERFÍCIE3;RAMPA(S) DE APROXIMAÇÃO;FORMATO DA ÁREA DE POUSO;DIMENSÕES;RESISTÊNCIA;SUPERFÍCIE;p1;p2;p3;p4;PORTARIAS;Unnamed: 36;Unnamed: 37;Unnamed: 38;Portaria nº 7.445/2022 e alterações posteriores;"PORTARIA Nº 7736/2022 e alterações posteriores
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular";"PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)";AERONAVE CRÍTICA;TIPO DE APROX. (CABECEIRAS);FREQ. SEMANAL;r1;r2;REFERÊNCIA(S);RESTRIÇÃO(ÕES);SITUAÇÃO;r1.1;REFERÊNCIA;SITUADO NA AMAZÔNIA LEGAL;OBSERVAÇÕES;ICAO;TYPE;LATITUDE_d;LONGITUDE_d;ALTITUDE_m;DESIGNAÇÃO1_d_NM;COMPRIMENTO1_m;LARGURA1_m;DESIGNAÇÃO2_d_NM;COMPRIMENTO2_m;LARGURA2_m;DESIGNAÇÃO3_d_NM;COMPRIMENTO3_m;LARGURA3_m;N_RWYs
SDMJ;SP0022;MOGI MIRIM;MOGI MIRIM;SP;22° 24' 39'' S;46° 54' 20'' W;695 m;VFR Diurno;-;-; 12/30;1500 m;30 m;5600 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-5744;0;0;0;PA2021-5744;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDMJ;BR_publico_Atualizadoem_19JUL2022;-22,41083333;-46,90555556;695;120;1500;30;;;;;;;1
SDMO;SP0068;MONTE ALTO;MONTE ALTO;SP;21° 15' 29'' S;48° 31' 27'' W;750 m;VFR Diurno;-;-; 17/35;850 m;20 m;5600 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3475;0;0;0;PA2020-3475;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDMO;BR_publico_Atualizadoem_19JUL2022;-21,25805556;-48,52416667;750;170;850;20;;;;;;;1
SDNH;SP0060;NOVO HORIZONTE;NOVO HORIZONTE;SP;21° 29' 52'' S;49° 14' 4'' W;465 m;VFR Diurno;-;-; 13/31;1000 m;20 m;5700 kg / 0.5 MPa;Cascalho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-1523;0;0;0;PA2016-1523;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDNH;BR_publico_Atualizadoem_19JUL2022;-21,49777778;-49,23444444;465;130;1000;20;;;;;;;1
SDNM;MT0047;BRIGADEIRO EDUARDO GOMES;NOVA MUTUM;MT;13° 49' 16'' S;56° 2' 19'' W;430 m;VFR Diurno;-;-; 05/23;1541 m;24 m;PCN 18/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-6214;0;0;0;PA2021-6214;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SDNM;BR_publico_Atualizadoem_19JUL2022;-13,82111111;-56,03861111;430;50;1541;24;;;;;;;1
SDNO;SP0061;NELSON GARÓFALO;SÃO MANUEL;SP;22° 41' 46'' S;48° 34' 34'' W;734 m;VFR Diurno/Noturno;-;-; 14/32;1000 m;20 m;PCN 13/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-2976;0;0;0;PA2020-2976;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDNO;BR_publico_Atualizadoem_19JUL2022;-22,69611111;-48,57611111;734;140;1000;20;;;;;;;1
SDOU;SP0023;JORNALISTA BENEDITO PIMENTEL;OURINHOS;SP;22° 58' 25'' S;49° 54' 41'' W;462 m;VFR Diurno/Noturno;-;-; 16/34;1500 m;30 m;PCN 15/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-0978;0;0;0;PA2020-0978;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDOU;BR_publico_Atualizadoem_19JUL2022;-22,97361111;-49,91138889;462;160;1500;30;;;;;;;1
SDOV;GO0005;MOZARLÂNDIA;MOZARLÂNDIA;GO;14° 46' 8'' S;50° 33' 54'' W;328 m;VFR Diurno;-;-; 17/35;1500 m;30 m;PCN 20/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-0972;0;0;0;PA2020-0972;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-0927;PA2020-0927;;-;SDOV;BR_publico_Atualizadoem_19JUL2022;-14,76888889;-50,565;328;170;1500;30;;;;;;;1
SDOW;PA0021;OURILÂNDIA DO NORTE;OURILÂNDIA DO NORTE;PA;6° 45' 44'' S;51° 3' 0'' W;229 m;VFR Diurno/Noturno;-;-; 14/32;1200 m;30 m;PCN 11/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-0909;0;0;0;PA2015-0909;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato).;PA2020-1041;PA2020-1041;X;-;SDOW;BR_publico_Atualizadoem_19JUL2022;-6,762222222;-51,05;229;140;1200;30;;;;;;;1
SDPD;SP0072;PINDAMONHANGABA;PINDAMONHANGABA;SP;22° 56' 38'' S;45° 25' 55'' W;574 m;VFR Diurno;-;-; 06/24;750 m;30 m;5600 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-2410;0;0;0;PA2020-2410;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDPD;BR_publico_Atualizadoem_19JUL2022;-22,94388889;-45,43194444;574;60;750;30;;;;;;;1
SDPN;SP0024;PENÁPOLIS;PENÁPOLIS;SP;21° 24' 37'' S;50° 1' 55'' W;418 m;VFR Diurno/Noturno;-;-; 15/33;1500 m;30 m;PCN 27/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2014-0233;0;0;0;PA2014-0233;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDPN;BR_publico_Atualizadoem_19JUL2022;-21,41027778;-50,03194444;418;150;1500;30;;;;;;;1
SDPV;SP0040;PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU;SP;21° 53' 36'' S;51° 53' 4'' W;445 m;VFR Diurno;-;-; 14/32;1200 m;30 m;5700 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1924;0;0;0;PA2020-1924;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDPV;BR_publico_Atualizadoem_19JUL2022;-21,89333333;-51,88444444;445;140;1200;30;;;;;;;1
SDPW;SP0041;PEDRO MORGANTI;PIRACICABA;SP;22° 42' 43'' S;47° 37' 5'' W;584 m;VFR Diurno/Noturno;-;-; 17/35;1200 m;30 m;PCN 21/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2022-7000;0;0;0;PA2022-7000;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDPW;BR_publico_Atualizadoem_19JUL2022;-22,71194444;-47,61805556;584;170;1200;30;;;;;;;1
SDPY;SP0066;PIRASSUNUNGA;PIRASSUNUNGA;SP;22° 1' 40'' S;47° 25' 18'' W;683 m;VFR Diurno;-;-; 02/20;860 m;30 m;PCN 8/F/C/Y/U;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1953-0021;PA2020-1565;0;0;PD1953-0021;PA2020-1565;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDPY;BR_publico_Atualizadoem_19JUL2022;-22,02777778;-47,42166667;683;20;860;30;;;;;;;1
SDRK;SP0049;RIO CLARO;RIO CLARO;SP;22° 25' 54'' S;47° 33' 45'' W;600 m;VFR Diurno;-;-; 03/21;1047 m;40 m;5600 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;4  -;quadrado;21 m x21 m;4.5 t;Grama;PA2018-1635;0;0;0;PA2018-1635;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDRK;BR_publico_Atualizadoem_19JUL2022;-22,43166667;-47,5625;600;30;1047;40;;;;;;;1
SDRR;SP0028;AVARÉ-ARANDU;AVARÉ;SP;23° 5' 32'' S;48° 59' 14'' W;798 m;VFR Diurno/Noturno;-;-; 15/33;1480 m;30 m;PCN 26/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2022-7106;0;0;0;PA2022-7106;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDRR;BR_publico_Atualizadoem_19JUL2022;-23,09222222;-48,98722222;798;150;1480;30;;;;;;;1
SDRS;RJ0007;RESENDE;RESENDE;RJ;22° 28' 43'' S;44° 28' 54'' W;402 m;VFR Diurno;-;-; 08/26;1300 m;30 m;PCN 13/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-0973;0;0;0;PA2020-0973;;;;AP-0;Classe I;4ª;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;-;-;-;;-;SDRS;BR_publico_Atualizadoem_19JUL2022;-22,47861111;-44,48166667;402;80;1300;30;;;;;;;1
SDSC;SP0029;MÁRIO PEREIRA LOPES;SÃO CARLOS;SP;21° 52' 35'' S;47° 54' 12'' W;807 m;VFR Diurno/Noturno;RNS;INTL (restrito); 02/20;1720 m;45 m;PCN 47/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2564;0;0;0;PA2018-2564;;;;AP-0;Classe I;3ª;-;-;-;-;-;-;-;-;-;-;;-;SDSC;BR_publico_Atualizadoem_19JUL2022;-21,87638889;-47,90333333;807;20;1720;45;;;;;;;1
SBSO;MT0005;REGIONAL DE SORRISO ADOLINO BEDIN;SORRISO;MT;12° 28' 22'' S;55° 40' 8'' W;386 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 05/23;1700 m;30 m;PCN 31/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-0745;0;0;0;PA2016-0745;;;;AP-1;Classe I;-;3C;"NPA(05;23)";;PA2020-1223;-;PA2020-1223;-;-;-;-;X;-;SBSO;BR_publico_Atualizadoem_19JUL2022;-12,47277778;-55,66888889;386;50;1700;30;;;;;;;1
SDTB;SP0069;ATIBAIA;ATIBAIA;SP;23° 7' 42'' S;46° 34' 29'' W;797 m;VFR Diurno;-;-; 02/20;1057 m;30 m;5000 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2014-1106;0;0;0;PA2014-1106;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDTB;BR_publico_Atualizadoem_19JUL2022;-23,12833333;-46,57472222;797;20;1057;30;;;;;;;1
SDTF;SP0050;TATUÍ;TATUÍ;SP;23° 19' 55'' S;47° 52' 48'' W;635 m;VFR Diurno;-;-; 14/32;1300 m;30 m;PCN 28/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1084;0;0;0;PA2020-1084;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDTF;BR_publico_Atualizadoem_19JUL2022;-23,33194444;-47,88;635;140;1300;30;;;;;;;1
SDTI;SP0073;TUPI PAULISTA;TUPI PAULISTA;SP;21° 23' 36'' S;51° 36' 3'' W;365 m;VFR Diurno;-;-; 06/24;750 m;23 m;5700 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1925;0;0;0;PA2020-1925;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDTI;BR_publico_Atualizadoem_19JUL2022;-21,39333333;-51,60083333;365;60;750;23;;;;;;;1
SDTK;RJ0011;PARATY;PARATY;RJ;23° 13' 26'' S;44° 43' 24'' W;3 m;VFR Diurno;-;-; 10/28;850 m;23 m;PCN 8/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2022-6994;0;0;0;PA2022-6994;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDTK;BR_publico_Atualizadoem_19JUL2022;-23,22388889;-44,72333333;3;100;850;23;;;;;;;1
SDTP;SP0025;JOSÉ VICENTE FARIA LIMA;TUPÃ;SP;21° 53' 24'' S;50° 30' 21'' W;550 m;VFR Diurno/Noturno;-;-; 06/24;1500 m;35 m;PCN 33/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-0305;0;0;0;PA2018-0305;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDTP;BR_publico_Atualizadoem_19JUL2022;-21,89;-50,50583333;550;60;1500;35;;;;;;;1
SDUB;SP0065;ESTADUAL GASTÃO MADEIRA;UBATUBA;SP;23° 26' 29'' S;45° 4' 34'' W;3 m;VFR Diurno;-;-; 09/27;940 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1019;0;0;0;PA2020-1019;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDUB;BR_publico_Atualizadoem_19JUL2022;-23,44138889;-45,07611111;3;90;940;30;;;;;;;1
SDUN;RJ0008;ITAPERUNA;ITAPERUNA;RJ;21° 13' 9'' S;41° 52' 33'' W;110 m;VFR Diurno;-;-; 06/24;1200 m;28 m;PCN 13/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1998-0052;PA2022-7428;0;0;PD1998-0052;PA2022-7428;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SDUN;BR_publico_Atualizadoem_19JUL2022;-21,21916667;-41,87583333;110;60;1200;28;;;;;;;1
SDUQ;SP0042;PARAGUAÇU PAULISTA;PARAGUAÇU PAULISTA;SP;22° 25' 37'' S;50° 36' 25'' W;486 m;VFR Diurno;-;-; 05/23;1199 m;26 m;5600 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2022-6993;0;0;0;PA2022-6993;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2019-2858;PA2019-2858;;-;SDUQ;BR_publico_Atualizadoem_19JUL2022;-22,42694444;-50,60694444;486;50;1199;26;;;;;;;1
SDVE;SP0070;VERA CRUZ;VERA CRUZ;SP;22° 13' 49'' S;49° 49' 1'' W;640 m;VFR Diurno;-;-; 15/33;950 m;20 m;5600 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1028;0;0;0;PA2020-1028;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDVE;BR_publico_Atualizadoem_19JUL2022;-22,23027778;-49,81694444;640;150;950;20;;;;;;;1
SDVG;SP0026;DOMINGOS PIGNATARI;VOTUPORANGA;SP;20° 27' 26'' S;50° 0' 9'' W;511 m;VFR Diurno/Noturno;-;-; 05/23;1500 m;30 m;PCN 26/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3476;0;0;0;PA2020-3476;;;;AP-0;Classe I;4ª;3C;NINST;7;-;PA2016-0908;-;PA2016-0908;-;-;-;;-;SDVG;BR_publico_Atualizadoem_19JUL2022;-20,45722222;-50,0025;511;50;1500;30;;;;;;;1
SDWQ;PA0027;ALENQUER;ALENQUER;PA;1° 55' 1'' S;54° 43' 22'' W;31 m;VFR Diurno;-;-; 10/28;1000 m;23 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-6798;0;0;0;PA2021-6798;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SDWQ;BR_publico_Atualizadoem_19JUL2022;-1,916944444;-54,72277778;31;100;1000;23;;;;;;;1
SDXF;GO0020;ALTO PARAÍSO DE GOIÁS;ALTO PARAÍSO DE GOIÁS;GO;14° 7' 9'' S;47° 31' 49'' W;1345 m;VFR Diurno;-;-; 09/27;1080 m;30 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-1383;0;0;0;PA2018-1383;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDXF;BR_publico_Atualizadoem_19JUL2022;-14,11916667;-47,53027778;1345;90;1080;30;;;;;;;1
SDXJ;MS0017;COSTA RICA;COSTA RICA;MS;18° 29' 29'' S;53° 10' 6'' W;738 m;VFR Diurno;-;-; 09/27;1300 m;23 m;PCN 10/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-2207;0;0;0;PA2015-2207;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDXJ;BR_publico_Atualizadoem_19JUL2022;-18,49138889;-53,16833333;738;90;1300;23;;;;;;;1
SDZG;CE0008;PEDRO TEIXEIRA CASTELO REGIONAL TAUÁ;TAUÁ;CE;5° 56' 0'' S;40° 17' 51'' W;444 m;VFR Diurno/Noturno;-;-; 09/27;1200 m;30 m;PCN 7/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1189;0;0;0;PA2020-1189;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SDZG;BR_publico_Atualizadoem_19JUL2022;-5,933333333;-40,2975;444;90;1200;30;;;;;;;1
SIBU;PB0012;JERÔNIMO SÉRGIO ROSADO MAIA;CATOLÉ DO ROCHA;PB;6° 21' 45'' S;37° 45' 19'' W;272 m;VFR Diurno;-;-; 11/29;1000 m;18 m;PCN 10/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-4759;0;0;0;PA2021-4759;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SIBU;BR_publico_Atualizadoem_19JUL2022;-6,3625;-37,75527778;272;110;1000;18;;;;;;;1
SIBW;PB0008;CONCEIÇÃO;CONCEIÇÃO;PB;7° 33' 45'' S;38° 29' 51'' W;370 m;VFR Diurno;-;-; 08/26;1000 m;27 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2001-1493;0;0;0;PD2001-1493;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;-;-;;Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC;SIBW;BR_publico_Atualizadoem_19JUL2022;-7,5625;-38,4975;370;80;1000;27;;;;;;;1
SIBY;PB0009;LOURIVAL NUNES DE FARIAS;MONTEIRO;PB;7° 52' 42'' S;37° 8' 12'' W;622 m;VFR Diurno;-;-; 14/32;1140 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-4937;0;0;0;PA2021-4937;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SIBY;BR_publico_Atualizadoem_19JUL2022;-7,878333333;-37,13666667;622;140;1140;30;;;;;;;1
SIBZ;PB0010;ITAPORANGA;ITAPORANGA;PB;7° 18' 40'' S;38° 6' 49'' W;292 m;VFR Diurno;-;-; 14/32;1195 m;24 m;PCN 8/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-0027;0;0;0;PA2018-0027;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SIBZ;BR_publico_Atualizadoem_19JUL2022;-7,311111111;-38,11361111;292;140;1195;24;;;;;;;1
SICB;PB0007;PEDRO SIMÕES PIMENTA;CUITÉ;PB;6° 29' 15'' S;36° 8' 24'' W;652 m;VFR Diurno;-;-; 10/28;1150 m;30 m;5700 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2001-1494;0;0;0;PD2001-1494;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;-;-;;Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC;SICB;BR_publico_Atualizadoem_19JUL2022;-6,4875;-36,14;652;100;1150;30;;;;;;;1
SILC;MT0025;AEROPORTO MUNICIPAL BOM FUTURO ;LUCAS DO RIO VERDE;MT;13° 2' 16'' S;55° 57' 1'' W;414 m;VFR Diurno/Noturno;-;-; 08/26;1730 m;30 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-3497;0;0;0;PA2019-3497;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SILC;BR_publico_Atualizadoem_19JUL2022;-13,03777778;-55,95027778;414;80;1730;30;;;;;;;1
SIMK;SP0011;TENENTE LUND PRESSOTO;FRANCA;SP;20° 35' 25'' S;47° 22' 57'' W;1003 m;VFR Diurno/Noturno;-;-; 05/23;2000 m;30 m;PCN 26/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-0034;0;0;0;PA2016-0034;;;;AP-0;Classe I;3ª;-;-;-;-;-;-;-;-;-;-;;-;SIMK;BR_publico_Atualizadoem_19JUL2022;-20,59027778;-47,3825;1003;50;2000;30;;;;;;;1
SIZX;MT0018;JUARA SUL;JUARA;MT;11° 17' 48'' S;57° 32' 56'' W;302 m;VFR Diurno;-;-; 11/29;1200 m;30 m;5700 kg / 0.5 MPa;Cascalho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-3950;0;0;0;PA2021-3950;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SIZX;BR_publico_Atualizadoem_19JUL2022;-11,29666667;-57,54888889;302;110;1200;30;;;;;;;1
SJAU;TO0007;ARAGUACEMA;ARAGUACEMA;TO;8° 50' 16'' S;49° 33' 28'' W;207 m;VFR Diurno;-;-; 12/30;1400 m;30 m;PCN 6/F/A/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-3952;0;0;0;PA2021-3952;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-2799;PA2020-2799;X;-;SJAU;BR_publico_Atualizadoem_19JUL2022;-8,837777778;-49,55777778;207;120;1400;30;;;;;;;1
SJBY;MA0007;JOÃO SILVA;SANTA INÊS;MA;3° 39' 16'' S;45° 20' 43'' W;21 m;VFR Diurno;-;-; 06/24;1500 m;30 m;PCN 10/F/C/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1297;0;0;0;PA2020-1297;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de pouso na pista 06.;PA2020-0251;PA2020-0251;X;-;SJBY;BR_publico_Atualizadoem_19JUL2022;-3,654444444;-45,34527778;21;60;1500;30;;;;;;;1
SJGU;TO0005;ARAGUATINS;ARAGUATINS;TO;5° 41' 9'' S;48° 6' 51'' W;125 m;VFR Diurno;-;-; 12/30;1500 m;30 m;PCN 8/F/B/Y/T;Cascalho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2004-0056;PA2022-8034;0;0;PD2004-0056;PA2022-8034;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-1254;PA2020-1254;X;-;SJGU;BR_publico_Atualizadoem_19JUL2022;-5,685833333;-48,11416667;125;120;1500;30;;;;;;;1
SBJA;SC0005;REGIONAL SUL;JAGUARUNA;SC;28° 40' 31'' S;49° 3' 37'' W;35 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 05/23;2499 m;30 m;PCN 57/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-0252;0;0;0;PA2015-0252;;;;AP-1;Classe I;3ª;4C;NPA;6;-;PA2016-0908;-;PA2016-0908;-;-;-;;-;SBJA;BR_publico_Atualizadoem_19JUL2022;-28,67527778;-49,06027778;35;50;2499;30;;;;;;;1
SJOG;RO0008;ARIQUEMES;ARIQUEMES;RO;9° 52' 50'' S;63° 2' 50'' W;142 m;VFR Diurno;-;-; 03/21;1306 m;18 m;PCN 25/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3473;0;0;0;PA2020-3473;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SJOG;BR_publico_Atualizadoem_19JUL2022;-9,880555556;-63,04722222;142;30;1306;18;;;;;;;1
SJQN;GO0006;QUIRINÓPOLIS;QUIRINÓPOLIS;GO;18° 26' 46'' S;50° 24' 33'' W;586 m;VFR Diurno;-;-; 13/31;1500 m;30 m;PCN 10/F/C/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3471;0;0;0;PA2020-3471;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SJQN;BR_publico_Atualizadoem_19JUL2022;-18,44611111;-50,40916667;586;130;1500;30;;;;;;;1
SJRG;RS0013;REGIONAL DE RIO GRANDE;RIO GRANDE;RS;32° 5' 0'' S;52° 10' 3'' W;8 m;VFR Diurno/Noturno;-;-; 06/24;1900 m;30 m;PCN 11/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1743;0;0;0;PA2020-1743;;;;AP-0;Classe I;3ª;-;-;-;-;-;-;-;-;-;-;;-;SJRG;BR_publico_Atualizadoem_19JUL2022;-32,08333333;-52,1675;8;60;1900;30;;;;;;;1
SJTS;PA0028;TERRA SANTA;TERRA SANTA;PA;2° 4' 22'' S;56° 29' 20'' W;25 m;VFR Diurno;-;-; 12/30;1000 m;23 m;5700 kg / 0.5 MPa;Piçarra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2004-1233;0;0;0;PD2004-1233;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2021-4424;PA2021-4424;X;-;SJTS;BR_publico_Atualizadoem_19JUL2022;-2,072777778;-56,48888889;25;120;1000;23;;;;;;;1
SJVO;GO0030;ARAGARÇAS;ARAGARÇAS;GO;15° 53' 57'' S;52° 14' 43'' W;323 m;VFR Diurno;-;-; 10/28;1010 m;30 m;PCN 14/F/B/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2005-1223;0;0;0;PD2005-1223;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de aeronaves de asa fixa com motor à reação (turbojato), exceto no caso de operações de emergência médica ou de transporte de valores realizadas mediante prévia coordenação com o Operador do Aeródromo.;PA2020-1542;PA2020-1542;;-;SJVO;BR_publico_Atualizadoem_19JUL2022;-15,89916667;-52,24527778;323;100;1010;30;;;;;;;1
